date,grid_0,grid_1,grid_2,grid_3,grid_4,grid_5,grid_6,grid_7,grid_8
18 Jan 04:00,-2.48374690399,-2.47934213022,-2.48288540057,-2.48040194224,-2.47573802082,-2.47959178747,-2.48558156846,-2.48646107662,-2.48491433128
18 Jan 05:00,-2.4880298786,-2.48366412887,-2.48724273715,-2.48471463457,-2.48009677380,-2.48398714062,-2.48999106287,-2.49092770302,-2.48939414258
18 Jan 06:00,-1.94744023636,-1.94236677434,-1.94671108708,-1.94305380878,-1.93728583537,-1.94234355361,-1.94811660011,-1.94588440061,-1.94757794523
18 Jan 07:00,-1.57092864948,-1.56716275315,-1.57027481231,-1.56756796384,-1.56328987969,-1.56690937135,-1.57181019544,-1.57099152219,-1.57128353949
18 Jan 08:00,-1.28532935921,-1.28341942802,-1.28474834969,-1.28354817636,-1.28141696219,-1.28293420635,-1.28628007982,-1.28722054348,-1.28575027650
18 Jan 09:00,-1.15144188353,-1.15238148822,-1.15189808867,-1.14733919659,-1.14868194165,-1.14955950402,-1.13306906973,-1.12839079213,-1.14470907178
18 Jan 10:00,-1.07088054974,-1.07439889868,-1.07499068919,-1.05894816539,-1.06495147769,-1.06956821543,-0.848210210833,-1.01505937011,-1.05862264853
18 Jan 11:00,-0.978972417283,-0.98659530662,-0.989896186953,-0.943461864144,-0.96703948552,-0.980694703126,-0.658922807059,-0.887379198018,-0.964994002547
18 Jan 12:00,-0.83839287764,-0.857835260277,-0.86372927479,-0.779939165297,-0.828846379124,-0.852074286258,-0.521689873085,-0.469972200765,-0.833686872648
18 Jan 13:00,-0.709433868812,-0.742859855516,-0.756754989289,-0.410571843334,-0.45211813541,-0.744357690273,-0.417559072949,-0.310895761387,-0.724303640341
18 Jan 14:00,-0.689211638824,-0.666723048722,-0.703057636692,-0.459644603563,-0.426762916453,-0.694695640664,-0.661217257319,-0.356935263711,-0.682251812319
18 Jan 15:00,-0.697327760085,-0.465946523416,-0.678357221163,-0.699781772342,-0.455880858138,-0.687066781599,-0.694334576551,-0.416305246447,-0.691097097995
18 Jan 16:00,-0.909462331926,-0.900932053602,-0.805255902108,-0.917153231624,-0.829851024547,-0.833168724975,-0.914916185001,-0.831683162651,-0.909047761937
18 Jan 17:00,-1.08189720599,-1.08588949189,-1.07962254141,-1.08901020687,-1.09523203890,-1.08666545874,-1.09008256459,-1.10686492388,-1.08769452376
18 Jan 18:00,-1.15807170761,-1.16012075364,-1.15613222620,-1.16150471774,-1.16500876715,-1.15947750296,-1.16311870925,-1.1763733668,-1.16113307581
18 Jan 19:00,-1.18859336575,-1.18967131670,-1.18668086608,-1.19069928171,-1.19294146803,-1.18869403819,-1.19271649936,-1.20452027619,-1.19079701169
18 Jan 20:00,-1.21660123824,-1.21740697970,-1.21473715116,-1.21830579727,-1.22020479356,-1.21635545350,-1.22038851235,-1.23193430619,-1.21853717386
18 Jan 21:00,-2.10819509592,-2.11067854054,-2.10667841162,-2.11180848997,-2.11601704318,-2.11028648798,-2.11359882728,-2.1293312552,-2.11206438373
18 Jan 22:00,-2.38937222789,-2.38818799023,-2.38780087764,-2.38959380812,-2.38936099209,-2.38804799327,-2.39368958765,-2.40425299421,-2.39224241725
18 Jan 23:00,-2.44146645508,-2.43835616501,-2.43983250817,-2.43974542087,-2.43707761685,-2.43812926206,-2.44479376662,-2.45194829041,-2.44334838067
19 Jan 00:00,-2.47491805436,-2.47114822505,-2.47328307246,-2.47258631813,-2.46914078736,-2.47097871745,-2.47822708835,-2.48476340776,-2.47680501284
19 Jan 01:00,-2.50983931170,-2.50583458252,-2.50819678645,-2.50724878137,-2.50348752792,-2.50562980710,-2.51288224118,-2.51880130560,-2.51146154882
19 Jan 02:00,-2.52378508596,-2.51958096363,-2.52212939443,-2.52095819926,-2.51691582301,-2.51931942308,-2.52655519117,-2.53186534789,-2.52512752648
19 Jan 03:00,-2.53501949270,-2.53080282239,-2.53349021123,-2.53217889342,-2.52811940006,-2.53068238717,-2.53788833014,-2.54310919400,-2.53658736585
19 Jan 04:00,-2.54994446012,-2.54581039232,-2.54853868205,-2.54721753331,-2.54328437786,-2.54586356615,-2.55314042240,-2.55865626995,-2.55195777434
19 Jan 05:00,-2.56787948223,-2.56391999470,-2.56657914592,-2.56535763548,-2.5616657423,-2.56412587655,-2.57139106352,-2.57734651835,-2.57030708346
19 Jan 06:00,-2.04041460438,-2.03578099286,-2.03924077455,-2.03692748498,-2.03218632142,-2.03579988595,-2.04308377999,-2.04643572789,-2.04212469793
19 Jan 07:00,-1.66599657626,-1.66276924892,-1.66491762253,-1.66363741070,-1.66051057438,-1.66258368996,-1.66890989475,-1.67379748768,-1.66797955439
19 Jan 08:00,-1.37627142377,-1.37474838996,-1.37526944941,-1.37523101520,-1.37396776472,-1.37421045375,-1.37872446266,-1.38425846184,-1.37779482260
19 Jan 09:00,-1.24257794902,-1.24384680497,-1.24280383896,-1.23916547071,-1.24112048237,-1.24101727250,-1.22543607983,-1.22568502057,-1.23706270526
19 Jan 10:00,-1.14112009599,-1.14582777265,-1.14661007073,-1.12723469409,-1.13537026983,-1.14022883633,-0.777550799939,-1.08778467884,-1.12914012914
19 Jan 11:00,-1.03410521549,-1.04363161062,-1.04780218217,-0.9921591873,-1.02177050736,-1.03724353322,-0.60438575112,-0.941418169904,-1.02130158580
19 Jan 12:00,-0.941769026928,-0.96444854339,-0.970884360211,-0.873272505444,-0.932705960745,-0.958038472688,-0.530522156813,-0.474743222255,-0.938955328135
19 Jan 13:00,-0.874065203644,-0.911081355315,-0.925311091614,-0.522525826169,-0.572687876019,-0.913123467642,-0.538588357802,-0.425513054154,-0.893729204818
19 Jan 14:00,-0.942337359859,-0.929284442995,-0.951823108527,-0.792984928996,-0.770215060422,-0.944845214445,-0.91511104286,-0.701000195357,-0.932870301975
19 Jan 15:00,-0.977575540176,-0.821577659257,-0.96297659433,-0.977536077906,-0.808822461555,-0.966511241029,-0.97261713091,-0.772188784906,-0.96850793341
19 Jan 16:00,-1.06987967161,-1.06204999951,-0.983530269496,-1.07593978177,-1.00411699859,-1.00536168016,-1.07457375658,-1.00681701878,-1.06726684383
19 Jan 17:00,-1.20810605907,-1.21122342250,-1.20482697150,-1.21421465937,-1.21953325150,-1.21076766155,-1.21608816447,-1.23433431270,-1.21272249054
19 Jan 18:00,-1.26717558924,-1.26886443045,-1.26417769644,-1.27050791365,-1.27386462738,-1.26733576447,-1.27296762963,-1.28914997265,-1.26993214793
19 Jan 19:00,-1.28762690734,-1.28860599107,-1.28462355444,-1.28997204406,-1.29239628377,-1.28678888289,-1.29264083545,-1.30771444482,-1.28963439451
19 Jan 20:00,-1.30082043447,-1.30150731141,-1.29785714775,-1.30271540431,-1.30472316768,-1.29956931371,-1.30527423404,-1.31957198550,-1.30232449549
19 Jan 21:00,-2.19921115695,-2.20165676758,-2.19670475708,-2.20315344219,-2.20760655147,-2.20056574511,-2.20554338762,-2.22435656537,-2.2030210831
19 Jan 22:00,-2.46458335912,-2.46320548358,-2.46195054936,-2.46492809316,-2.46469052496,-2.46222662475,-2.46939470644,-2.48227356365,-2.46689193069
19 Jan 23:00,-2.51702305737,-2.51358534607,-2.51423012900,-2.51523276987,-2.51233254694,-2.51234077333,-2.52038627866,-2.52909588943,-2.51778973189
20 Jan 00:00,-2.53799694415,-2.53347667214,-2.53508840020,-2.53500096845,-2.53063445796,-2.53196171834,-2.54020940515,-2.54615880714,-2.53753019855
20 Jan 01:00,-2.54863576764,-2.54357597806,-2.54591279027,-2.54500458132,-2.53987190997,-2.54215959774,-2.55034476565,-2.55448006983,-2.54786374569
20 Jan 02:00,-2.56165544499,-2.55647764634,-2.55912324304,-2.55791677708,-2.55264290074,-2.55528766853,-2.56358959966,-2.56752799778,-2.56130014370
20 Jan 03:00,-2.57960788110,-2.57457546269,-2.57724676936,-2.57607463980,-2.57103489889,-2.57364696685,-2.58205502504,-2.58665222039,-2.57993268088
20 Jan 04:00,-2.59723118645,-2.59246052181,-2.59502879794,-2.59403956642,-2.58939779900,-2.59180246621,-2.60030379159,-2.60591836536,-2.59833399277
20 Jan 05:00,-2.61115756558,-2.60660430027,-2.60908791961,-2.60817443823,-2.60379437941,-2.60608481189,-2.61436690571,-2.62016104149,-2.61252241337
20 Jan 06:00,-2.07073675578,-2.06546033542,-2.06882526041,-2.06661584358,-2.06102537809,-2.06464876029,-2.07256297034,-2.07476505041,-2.07087363748
20 Jan 07:00,-1.69289608333,-1.68904119344,-1.69108788101,-1.6899221053,-1.68597728843,-1.68804009493,-1.69508098772,-1.69902241279,-1.69342783340
20 Jan 08:00,-1.40540793408,-1.40336998342,-1.40371195234,-1.40388402262,-1.40196186200,-1.40207801928,-1.40728113119,-1.41219402785,-1.40566175119
20 Jan 09:00,-1.26755922972,-1.26854483858,-1.26765500758,-1.26292670783,-1.26411389072,-1.26458250066,-1.24291946675,-1.24387714880,-1.25931768717
20 Jan 10:00,-1.16631668582,-1.17191908248,-1.17319781926,-1.15013531595,-1.15959790869,-1.16541815825,-0.68400338752,-1.10756871900,-1.15308615569
20 Jan 11:00,-1.07304241369,-1.08397170416,-1.08811337282,-1.02807952180,-1.06038690062,-1.07691619968,-0.589826523956,-0.984846539145,-1.05976434784
20 Jan 12:00,-0.9728368699,-0.999331418339,-1.00620793361,-0.895052051889,-0.966449952612,-0.992647379324,-0.482044592974,-0.428833787007,-0.974034161417
20 Jan 13:00,-0.905992328871,-0.946374293035,-0.96134799263,-0.509866027006,-0.565189058263,-0.947928535754,-0.531564940654,-0.410324951098,-0.927148487381
20 Jan 14:00,-0.945338202475,-0.92078283277,-0.957666788833,-0.700347629867,-0.663302479603,-0.948411061938,-0.914316802451,-0.58740801434,-0.935531188172
20 Jan 15:00,-0.997682562049,-0.803837730827,-0.978831742961,-0.998149682163,-0.788883271175,-0.983917877357,-0.993039268472,-0.749569119473,-0.98781781004
20 Jan 16:00,-1.10192796741,-1.09166239983,-0.994678062141,-1.10886086679,-1.01877381760,-1.02086712323,-1.10724788046,-1.02287867445,-1.09848182344
20 Jan 17:00,-1.24379635033,-1.24606816660,-1.23923256080,-1.24961117021,-1.25392320026,-1.24472731567,-1.25154321463,-1.26870244865,-1.24688935205
20 Jan 18:00,-1.29336133577,-1.29421441719,-1.289226462,-1.29602170929,-1.29828218203,-1.29156122227,-1.29831279971,-1.31292209704,-1.29413876716
20 Jan 19:00,-1.31080819543,-1.31100870945,-1.30674939882,-1.31250967532,-1.31393300280,-1.30813092047,-1.31511141827,-1.32897510190,-1.31104564411
20 Jan 20:00,-1.33432002753,-1.33439695971,-1.33038390815,-1.33580152834,-1.33709273443,-1.33156576033,-1.33851538924,-1.35255670599,-1.33458996986
20 Jan 21:00,-2.24890208329,-2.25091467562,-2.24556320546,-2.25267554129,-2.25671166480,-2.24917052440,-2.25546062169,-2.27497605694,-2.25210605351
20 Jan 22:00,-2.50850683594,-2.50679364615,-2.50501878276,-2.50882722134,-2.50833199212,-2.50518941103,-2.51370348862,-2.52775853256,-2.51034650876
20 Jan 23:00,-2.56543991926,-2.56153999042,-2.56169037442,-2.56350326897,-2.56018338140,-2.55956059220,-2.56900646425,-2.57867405873,-2.56545986639
21 Jan 00:00,-2.59900360325,-2.59411288227,-2.59544244514,-2.59604942459,-2.59146778571,-2.59231738052,-2.60221038431,-2.60998865501,-2.59888509822
21 Jan 01:00,-2.62236470349,-2.61718823618,-2.61908786927,-2.61912279186,-2.61418047952,-2.61571115805,-2.62570584806,-2.63285778114,-2.62267312582
21 Jan 02:00,-2.63730826673,-2.63203167961,-2.63424949311,-2.63392052138,-2.62881247457,-2.63074765169,-2.64060827400,-2.64713640510,-2.63779414352
21 Jan 03:00,-2.65166524867,-2.64648268623,-2.64880064658,-2.64837336237,-2.64338817261,-2.64541976412,-2.65523270449,-2.66191459651,-2.65260857501
21 Jan 04:00,-2.66933627312,-2.66442903588,-2.66665462053,-2.66635295975,-2.66174562434,-2.66361070581,-2.67335819419,-2.68074584662,-2.67090911259
21 Jan 05:00,-2.68175743616,-2.67709217716,-2.67923410175,-2.67897883975,-2.67464234254,-2.67640901087,-2.68583546515,-2.69325080448,-2.68353566915
21 Jan 06:00,-2.69155976357,-2.68709509191,-2.68918667326,-2.68897844310,-2.68489594826,-2.68657776122,-2.69589122795,-2.70363688397,-2.69373413288
21 Jan 07:00,-2.70380618389,-2.69958848326,-2.70157249627,-2.70146144766,-2.69768332297,-2.69921649058,-2.70833236022,-2.71639434356,-2.70630631615
21 Jan 08:00,-2.71442539304,-2.71016157906,-2.71230392995,-2.71185310722,-2.70785813971,-2.70970660401,-2.71821895639,-2.72465678144,-2.71629735337
21 Jan 09:00,-2.69146871877,-2.68757273094,-2.69120580954,-2.68297506346,-2.67852866140,-2.68430382320,-2.66606395374,-2.66308408753,-2.68311889794
21 Jan 10:00,-2.63503357275,-2.63440634236,-2.64100977845,-2.61399663811,-2.61562722197,-2.62811156891,-2.19937748958,-2.56180328800,-2.61923230381
21 Jan 11:00,-2.56014657024,-2.56451942647,-2.57474365263,-2.50755478820,-2.53263578712,-2.55734849535,-2.05993365250,-2.44245081181,-2.54261968367
21 Jan 12:00,-2.46543204681,-2.48654355644,-2.49967878836,-2.37454434498,-2.44153174556,-2.47841772500,-1.92509478793,-1.85014481836,-2.45941906351
21 Jan 13:00,-2.38191119829,-2.42233744878,-2.44555811317,-1.89105191273,-1.94855075329,-2.42401146589,-1.92398459386,-1.7695414476,-2.40306219794
21 Jan 14:00,-2.37735786510,-2.32208958726,-2.39276802502,-1.91217857121,-1.84406602765,-2.37908465236,-2.35004522108,-1.79113440512,-2.37138806777
21 Jan 15:00,-2.40349538461,-1.98939570053,-2.36714488578,-2.40268975813,-1.96213091652,-2.37813763644,-2.40208621223,-1.91992187225,-2.39709606013
21 Jan 16:00,-2.50555306164,-2.48336397100,-2.33438877056,-2.51114032838,-2.35886325845,-2.37204196483,-2.51224477528,-2.36506940207,-2.50156522541
21 Jan 17:00,-2.63721454633,-2.63495638523,-2.63163200725,-2.64081378995,-2.64012512690,-2.63492757077,-2.64630622894,-2.65923429036,-2.64081808322
21 Jan 18:00,-2.69534061094,-2.69230048857,-2.69049502180,-2.69519914083,-2.69303968577,-2.69003425418,-2.70033473391,-2.71141152783,-2.69561060922
21 Jan 19:00,-2.71867773577,-2.71518103308,-2.71399134956,-2.71741808379,-2.71456498640,-2.71240915329,-2.72234565270,-2.73246692825,-2.71781118543
21 Jan 20:00,-2.73261530143,-2.72898301137,-2.72807664838,-2.73089917658,-2.72779252642,-2.72604257764,-2.73548596866,-2.74500100462,-2.73111889728
21 Jan 21:00,-2.74598229099,-2.74243039422,-2.74163350443,-2.74419636225,-2.74117078103,-2.73955081763,-2.74865661406,-2.75831689153,-2.74448991414
21 Jan 22:00,-2.75436244367,-2.75092607242,-2.75021499047,-2.75257288560,-2.74964826657,-2.74814709697,-2.75683210732,-2.76633336184,-2.75287065528
21 Jan 23:00,-2.75680199048,-2.75336337365,-2.75284518657,-2.75486192518,-2.75183454107,-2.75063386965,-2.75881335844,-2.76737765382,-2.75504309711
22 Jan 00:00,-2.75440266536,-2.75092756893,-2.75062474675,-2.75226965024,-2.74907066822,-2.74822137474,-2.75585454267,-2.76314117167,-2.75226062856
22 Jan 01:00,-2.75381239933,-2.75038386002,-2.75021892079,-2.75166649230,-2.74847897440,-2.74781763654,-2.75521014616,-2.76208887407,-2.75179662981
22 Jan 02:00,-2.75282370963,-2.74952030790,-2.74941065505,-2.75076710414,-2.74770319083,-2.74711563732,-2.75425116609,-2.76093879711,-2.75101249731
22 Jan 03:00,-2.75525501730,-2.75197586193,-2.75200974656,-2.75317044445,-2.75009016986,-2.74969965636,-2.75661912967,-2.76284748669,-2.75354408911
22 Jan 04:00,-2.75585232453,-2.75265714738,-2.75277197039,-2.75383478773,-2.75084553809,-2.75054695870,-2.75735252292,-2.76353085378,-2.75443740557
22 Jan 05:00,-2.74996666900,-2.7468554529,-2.74703510213,-2.74796914286,-2.74502572828,-2.74483843863,-2.75132534763,-2.75700461215,-2.74855282448
22 Jan 06:00,-2.74746634097,-2.74443509029,-2.74467885420,-2.74551061664,-2.74263322650,-2.74253594488,-2.74883010474,-2.75425882984,-2.74619587972
22 Jan 07:00,-2.75097665869,-2.74807591379,-2.74832877874,-2.74912831704,-2.74639373795,-2.74630703315,-2.75241607267,-2.75779496938,-2.74991528455
22 Jan 08:00,-2.74593840193,-2.74298735427,-2.74341412359,-2.74393358842,-2.74103908922,-2.74123438751,-2.74699469965,-2.75129947541,-2.74461176740
22 Jan 09:00,-2.72927477625,-2.72651230553,-2.72799431963,-2.72190597094,-2.71880257210,-2.72215943970,-2.70550474935,-2.70017338559,-2.71872964170
22 Jan 10:00,-2.70151546273,-2.70015587387,-2.70269659039,-2.68898191340,-2.68872873426,-2.69492605469,-2.55809727478,-2.65140059345,-2.68866501485
22 Jan 11:00,-2.67759195963,-2.67794099793,-2.68148449067,-2.65590734854,-2.66238153437,-2.67279210643,-2.55360732824,-2.60818260923,-2.66584044670
22 Jan 12:00,-2.66596330467,-2.66829533519,-2.67290993428,-2.63928813367,-2.64857173524,-2.66319181058,-2.56843065915,-2.53414687550,-2.65508678308
22 Jan 13:00,-2.64744642534,-2.65397002510,-2.66233601205,-2.54940548993,-2.55652279064,-2.64983681173,-2.53101647655,-2.45907032624,-2.63837320667
22 Jan 14:00,-2.64690920215,-2.63416032547,-2.65225744406,-2.55375420438,-2.53126148838,-2.64122528429,-2.62070359319,-2.47220578302,-2.63406062575
22 Jan 15:00,-2.67590083791,-2.63326634549,-2.66903029589,-2.67059934323,-2.61996811378,-2.66386353830,-2.66880317741,-2.59665299385,-2.66414651244
22 Jan 16:00,-2.70233372607,-2.69780734753,-2.68598327799,-2.70079488230,-2.68545571690,-2.68605008060,-2.70230469418,-2.68727654528,-2.69706798587
22 Jan 17:00,-2.71686119852,-2.71452777979,-2.71396720959,-2.71570541996,-2.71350952651,-2.71257113858,-2.71846216125,-2.72267640837,-2.71563701973
22 Jan 18:00,-2.72795431071,-2.72564643067,-2.72513539452,-2.72660679853,-2.72441711286,-2.72355086960,-2.72933472202,-2.73365925298,-2.72658558700
22 Jan 19:00,-2.72718513689,-2.72496124348,-2.72443468014,-2.72587256927,-2.72379475175,-2.72289461554,-2.72861473033,-2.73322258397,-2.72593459444
22 Jan 20:00,-2.73238775472,-2.73031970154,-2.72973156302,-2.73123688732,-2.72939015945,-2.72837121788,-2.73408633715,-2.73931959793,-2.73149991103
22 Jan 21:00,-2.73867668207,-2.73678386956,-2.73612515431,-2.73769735338,-2.73608590331,-2.73495235222,-2.74055167317,-2.74620827396,-2.73806793637
22 Jan 22:00,-2.74466788005,-2.74291940841,-2.74222859106,-2.74384841237,-2.74244618199,-2.74123471282,-2.74681020905,-2.75295785435,-2.74443709733
22 Jan 23:00,-2.75224661002,-2.75065133240,-2.74992192627,-2.75160310292,-2.75042375372,-2.74912382533,-2.75468055046,-2.76134659847,-2.75242003020
23 Jan 00:00,-2.76104751932,-2.75959984852,-2.75883624550,-2.76057531859,-2.75960962855,-2.75822871426,-2.76376620089,-2.77091354830,-2.76161675502
23 Jan 01:00,-2.77219738863,-2.77093127904,-2.77010093929,-2.77195323569,-2.77126181055,-2.76974401999,-2.77531213715,-2.78315749565,-2.77327478795
23 Jan 02:00,-2.77707951443,-2.77596077138,-2.77509114569,-2.77700606370,-2.77652352524,-2.77492281405,-2.78044819592,-2.78871792322,-2.77851644695
23 Jan 03:00,-2.78295155193,-2.78192568990,-2.78106291348,-2.78296489899,-2.78259589713,-2.78099350965,-2.78641011602,-2.79476440465,-2.78457581559
23 Jan 04:00,-2.79480037223,-2.79389359009,-2.79301177067,-2.79495132624,-2.79475017346,-2.79309580263,-2.79847970747,-2.80716490620,-2.79674296436
23 Jan 05:00,-2.80229124749,-2.80149338563,-2.80059398645,-2.80254101260,-2.80246610455,-2.80078671763,-2.80600961645,-2.81471809882,-2.80436144107
23 Jan 06:00,-2.25136121140,-2.24952477542,-2.24974083235,-2.25019907164,-2.24856463757,-2.24848426082,-2.25372286999,-2.25883300457,-2.25216264898
23 Jan 07:00,-1.85449344665,-1.85433447936,-1.85293260012,-1.85466883876,-1.85633962914,-1.85298072094,-1.85838796231,-1.86524713288,-1.85680987257
23 Jan 08:00,-1.55602480080,-1.55768743812,-1.55455546312,-1.55769407249,-1.56002990866,-1.55606369288,-1.55830103195,-1.56635127033,-1.55673973832
23 Jan 09:00,-1.42472732447,-1.42904470289,-1.42428873771,-1.42405433017,-1.42979505261,-1.42529077738,-1.40931616555,-1.41320790733,-1.41932515753
23 Jan 10:00,-1.34822353914,-1.35426003692,-1.35026418146,-1.34212945569,-1.35079942836,-1.34905082555,-1.21008403697,-1.30980083926,-1.33833332195
23 Jan 11:00,-1.28583813513,-1.29441386796,-1.29244682372,-1.26303437473,-1.28330106227,-1.28845918484,-1.06445231271,-1.21497699995,-1.27405774830
23 Jan 12:00,-1.24554073707,-1.25907288380,-1.25845642024,-1.21342067483,-1.24284878642,-1.25360644159,-1.07687520940,-1.04572704789,-1.23802609675
23 Jan 13:00,-1.24879953806,-1.26102796488,-1.26160416407,-1.19041319261,-1.20386227119,-1.25725448256,-1.16482401568,-1.11254110442,-1.24294600874
23 Jan 14:00,-1.28304653943,-1.28627980818,-1.28200564235,-1.27606662568,-1.27907204174,-1.28292062924,-1.27342832999,-1.25394605264,-1.27233314179
23 Jan 15:00,-1.28008687810,-1.26607125382,-1.27627291895,-1.28052118416,-1.26150813525,-1.27628417585,-1.27577210580,-1.24001594519,-1.27226392750
23 Jan 16:00,-1.3194580772,-1.32169214434,-1.30886198851,-1.32301704498,-1.31921094543,-1.31306959186,-1.32148719688,-1.31878705545,-1.31708079687
23 Jan 17:00,-1.37007093655,-1.37384988022,-1.36832561561,-1.37430084759,-1.37951058180,-1.37239715662,-1.37417006485,-1.38724381812,-1.37226797923
23 Jan 18:00,-1.3765902471,-1.37963956833,-1.37484602944,-1.38003500131,-1.38434635256,-1.37813605418,-1.38038469972,-1.39248912985,-1.37851024344
23 Jan 19:00,-1.37647948731,-1.37921762120,-1.37475324133,-1.37959074345,-1.38350439590,-1.37771139804,-1.38006796106,-1.39156236491,-1.37822299237
23 Jan 20:00,-1.38723727699,-1.38982712297,-1.38556302852,-1.39022620518,-1.39398431109,-1.38841116740,-1.39093242547,-1.40243577506,-1.38914705760
23 Jan 21:00,-2.28431483375,-2.28856073059,-2.28288348777,-2.28951713804,-2.29575377234,-2.28804954365,-2.29044222283,-2.30756679839,-2.28888297884
23 Jan 22:00,-2.54359624658,-2.54396134605,-2.54194113182,-2.54516275507,-2.54660913391,-2.54346787213,-2.54792619962,-2.55859267378,-2.54628944250
23 Jan 23:00,-2.60215854869,-2.59996387293,-2.60051981848,-2.60109743864,-2.59925724271,-2.59941124177,-2.60514397657,-2.61079002785,-2.60359973019
24 Jan 00:00,-2.62619660319,-2.62301618460,-2.62464268485,-2.62410742959,-2.62099640164,-2.62251179451,-2.62873886702,-2.63241829343,-2.62730707846
24 Jan 01:00,-2.63839706494,-2.63488333996,-2.63691720213,-2.63593643776,-2.63237788369,-2.63441940891,-2.64073679260,-2.64358031972,-2.63938763202
24 Jan 02:00,-2.64604799974,-2.64247943048,-2.64463771364,-2.64351007044,-2.63986757801,-2.64206877386,-2.64835445361,-2.65095913131,-2.64707574367
24 Jan 03:00,-2.65157736675,-2.64806463804,-2.65023163687,-2.64906562145,-2.64547126384,-2.64769315265,-2.65384188782,-2.65632317138,-2.65262528432
24 Jan 04:00,-2.65570892395,-2.65229299884,-2.65442642595,-2.65327233671,-2.64978605807,-2.65196857467,-2.65799648571,-2.66051230687,-2.65683956842
24 Jan 05:00,-2.65942099841,-2.65614317079,-2.65819988089,-2.6571011863,-2.65377463093,-2.65586402102,-2.66173769936,-2.66434900961,-2.66063757346
24 Jan 06:00,-2.1119608669,-2.10789813990,-2.11079872848,-2.10853298513,-2.10401168782,-2.10732316637,-2.11323375708,-2.11311258378,-2.11219853656
24 Jan 07:00,-1.72604436744,-1.72362715103,-1.72494658337,-1.72397175886,-1.72137077109,-1.72280187925,-1.72765670844,-1.72961401920,-1.72661307218
24 Jan 08:00,-1.43421208067,-1.43374588726,-1.43320743200,-1.43387222530,-1.43359860103,-1.43278048480,-1.43626345017,-1.44073575821,-1.43523716094
24 Jan 09:00,-1.31379971137,-1.31640403984,-1.31384823745,-1.31155786637,-1.31531293741,-1.31339952493,-1.29866014122,-1.30043679756,-1.30928260451
24 Jan 10:00,-1.25283526635,-1.25767851442,-1.25544039836,-1.24619442995,-1.25345255459,-1.25349743530,-1.10742470344,-1.21730447335,-1.24502446844
24 Jan 11:00,-1.19823374475,-1.20649992882,-1.20616744724,-1.17247277696,-1.19384573805,-1.20136939536,-0.94597771346,-1.12611744340,-1.18801776277
24 Jan 12:00,-1.17442210864,-1.18774619896,-1.18827463521,-1.14153707360,-1.17124456911,-1.18335016562,-1.00599107069,-0.977014652756,-1.16914595837
24 Jan 13:00,-1.20179384416,-1.20749273985,-1.20442570213,-1.17886919632,-1.18448122057,-1.20293075693,-1.16636792708,-1.13975360676,-1.18836738081
24 Jan 14:00,-1.19518020182,-1.19393110424,-1.20084509165,-1.14725170868,-1.13871964118,-1.19651098330,-1.17314612016,-1.08095885431,-1.18719051794
24 Jan 15:00,-1.21222539258,-1.17844316558,-1.17550762162,-1.21136464780,-1.16961188803,-1.20672016884,-1.20726865699,-1.14175081522,-1.20422441887
24 Jan 16:00,-1.25998639254,-1.26102363244,-1.24843353776,-1.26305599013,-1.25628001037,-1.25222498512,-1.26290097917,-1.25473161250,-1.25832724026
24 Jan 17:00,-1.31337398392,-1.31656656218,-1.31296730318,-1.31726609100,-1.32196436267,-1.31691511144,-1.31904248237,-1.33240911648,-1.31853224279
24 Jan 18:00,-1.32896566383,-1.33138004716,-1.32862408055,-1.33192610845,-1.33560866877,-1.33164202438,-1.33403209153,-1.34584675524,-1.33361322952
24 Jan 19:00,-1.33116967836,-1.33336415584,-1.33087398517,-1.33388821562,-1.33728574748,-1.33365482325,-1.33607675278,-1.34737902871,-1.33571199259
24 Jan 20:00,-1.33983119475,-1.34177188605,-1.33958386332,-1.34233741377,-1.34546481468,-1.34216706713,-1.34494161206,-1.35629557275,-1.34463525827
24 Jan 21:00,-2.25903736475,-2.26254993409,-2.25892678224,-2.26359410609,-2.26903637853,-2.26364016476,-2.26626848551,-2.28272771393,-2.26607735338
24 Jan 22:00,-2.49970321000,-2.49945292492,-2.49947992237,-2.50078262986,-2.50162882352,-2.50073451367,-2.50555249700,-2.51619179398,-2.50539225869
24 Jan 23:00,-2.56292814326,-2.56037846961,-2.56265716169,-2.56171942116,-2.55966430618,-2.56161855761,-2.56773616306,-2.57429261643,-2.56760083934
25 Jan 00:00,-2.59549062465,-2.59207820133,-2.59523517926,-2.59341879694,-2.59027648358,-2.59333559472,-2.59999409257,-2.60505231318,-2.59989915942
25 Jan 01:00,-2.61617879420,-2.61282024267,-2.61596887375,-2.61426263894,-2.61127434283,-2.61424588403,-2.62118645488,-2.62708177240,-2.62113902402
25 Jan 02:00,-2.64629372247,-2.64306870610,-2.64611945333,-2.64454999922,-2.64176204181,-2.64457925001,-2.65152326727,-2.65790110411,-2.65150993974
25 Jan 03:00,-2.65871862873,-2.65549195735,-2.65856073462,-2.65690329000,-2.65405319995,-2.65694051663,-2.66364098358,-2.66945384358,-2.66364166209
25 Jan 04:00,-2.66505829178,-2.66184719260,-2.66491183665,-2.66317645614,-2.66027475035,-2.66321396993,-2.66963842736,-2.67482730948,-2.66964634163
25 Jan 05:00,-2.66928915888,-2.66608239508,-2.66914930539,-2.66732801245,-2.66435698591,-2.66735972281,-2.67350870997,-2.67802819445,-2.67351904334
