date,grid_0,grid_1,grid_2,grid_3,grid_4,grid_5,grid_6,grid_7,grid_8
09 Jul 08:00,0.34879220288,0.350637163209,0.350071951516,0.36243854646,0.368576450136,0.363482578902,0.39405628519,0.44866626804,0.386670070404
09 Jul 09:00,0.3145467173,0.315262437086,0.315538295686,0.326706599819,0.330204081122,0.326599472561,0.357154261677,0.397318455553,0.34440424576
09 Jul 10:00,0.232745223048,0.231661684638,0.233704610396,0.242599916169,0.242891753354,0.241954615759,0.273333974903,0.304919656818,0.257916329991
09 Jul 11:00,0.250657544631,0.252131894669,0.251672274572,0.267963002537,0.273575710016,0.266067801151,0.332998076256,0.403978996341,0.295747643876
09 Jul 12:00,0.342809743181,0.348377905778,0.343219380164,0.369381778757,0.384720691684,0.366637305427,0.46731765988,0.625171225636,0.41219205847
09 Jul 13:00,0.440533402097,0.450680522567,0.442578769751,0.471607471909,0.496787515155,0.473672366932,0.576534542207,0.822506922191,0.543594421195
09 Jul 14:00,0.477015236039,0.487210601781,0.481932472763,0.504160381083,0.53605959728,0.515943274148,0.582369493526,0.893512666016,0.630831094208
09 Jul 15:00,0.435048620681,0.44297809219,0.443251121497,0.457923992319,0.486580339482,0.478671226602,0.506602455162,0.832818221776,0.657705360525
09 Jul 16:00,0.391082524394,0.396740193137,0.400940693222,0.405220903101,0.427759340104,0.438637127865,0.436140196182,0.847025749621,0.779432235794
09 Jul 17:00,0.351129170994,0.355420329489,0.359626682284,0.361345351166,0.375917196075,0.386810861918,0.379990495507,0.511263402942,0.562698315275
09 Jul 18:00,0.329548066336,0.332236875828,0.337209254294,0.336194669845,0.344059150501,0.354420993984,0.348312146474,0.407559732083,0.536178676558
09 Jul 19:00,0.320807051353,0.322075498736,0.325106859302,0.323132773615,0.325639896899,0.329957945642,0.326876163849,0.339931002497,0.34349624785
09 Jul 20:00,0.317785174252,0.318692747786,0.320418688039,0.318408493696,0.319153178224,0.32131692963,0.317487603453,0.314599231674,0.320194222235
09 Jul 21:00,0.292707819814,0.29376385643,0.294916833834,0.2932652979,0.293991077677,0.295658669203,0.291128688908,0.285911637506,0.293325514683
09 Jul 22:00,0.275579850064,0.276708950339,0.277532100626,0.276210466259,0.276990884073,0.278306782698,0.273804573133,0.268406358482,0.275730853957
09 Jul 23:00,0.278992395543,0.280163782863,0.280736552632,0.279669875039,0.280494971408,0.281529337662,0.27711994976,0.271784173665,0.278830463931
10 Jul 00:00,0.272411898237,0.273658004036,0.273994291742,0.273260627956,0.274272907659,0.274952979194,0.271023070589,0.266811024214,0.272568415892
10 Jul 01:00,0.242825083677,0.243987512127,0.244251096237,0.243594502498,0.244523537516,0.245113684904,0.241442997135,0.237438311606,0.242832455894
10 Jul 02:00,0.151455465381,0.152431091755,0.152706468475,0.151902064522,0.152495654539,0.153205698763,0.149373928848,0.144246967016,0.150586122605
10 Jul 03:00,0.0187017094915,0.019758542363,0.0198074411815,0.0191048448449,0.0197172263699,0.0202289706047,0.0161621520816,0.0105553952667,0.0172185504056
10 Jul 04:00,-0.155157223076,-0.153775083238,-0.154160687321,-0.154520971602,-0.153553863823,-0.15353066499,-0.157894357929,-0.163315540615,-0.156962971995
10 Jul 05:00,-0.242092836711,-0.239689533322,-0.241122062255,-0.240223777529,-0.237735110968,-0.239221745286,-0.24330274919,-0.244590433888,-0.242412237613
10 Jul 06:00,-0.160124091893,-0.155744930054,-0.159143496555,-0.151865828362,-0.144975417653,-0.150749676798,-0.143980711845,-0.11632814272,-0.143901888958
10 Jul 07:00,0.134349759428,0.140884631635,0.135359099283,0.148176327359,0.159208594633,0.1492273504,0.165331338101,0.214851598472,0.162720037676
10 Jul 08:00,0.331262583882,0.337705264723,0.332229613937,0.346999714995,0.358400426215,0.347671010873,0.371402948549,0.427982769373,0.364426069137
10 Jul 09:00,0.4239642315,0.4296061014,0.424737173614,0.440710512889,0.451106773254,0.440315313763,0.473552849785,0.532609273057,0.459050433678
10 Jul 10:00,0.467337808397,0.473090826438,0.468156444359,0.485371718835,0.495581416142,0.484097270426,0.525615905497,0.58646577882,0.502690191573
10 Jul 11:00,0.536476436607,0.544148086685,0.537825807492,0.557841684275,0.571470219645,0.556748609902,0.614627203146,0.692729352075,0.580932908386
10 Jul 12:00,0.630007549701,0.638804316974,0.630542444978,0.654539712131,0.673886775845,0.653673950117,0.743182107999,0.900658066398,0.690060699038
10 Jul 13:00,0.678000967963,0.689965228179,0.68111511029,0.705514487298,0.730959955049,0.709406167257,0.806682408213,1.04474334929,0.772368055091
10 Jul 14:00,0.690168025923,0.70105715246,0.696674703765,0.712994240034,0.742346164047,0.725469472242,0.775331858326,1.03034398252,0.816456200772
10 Jul 15:00,0.643537573006,0.653565007876,0.653290652511,0.663062326439,0.690497425763,0.683379937818,0.699443863671,0.949622209365,0.811331044439
10 Jul 16:00,0.630247885515,0.640300824452,0.64317293813,0.646208025611,0.673558766333,0.684254730072,0.675715888327,1.20629279514,1.14633212276
10 Jul 17:00,0.516121701804,0.523736344238,0.529296116252,0.526673699302,0.546138613086,0.561991948486,0.543995517431,0.703722840662,0.946772164022
10 Jul 18:00,0.456133157669,0.461942279632,0.468883157358,0.46290552835,0.474184644519,0.486792689344,0.473892758994,0.531482709594,0.755917356823
10 Jul 19:00,0.403133087826,0.406373605897,0.411269729927,0.404960184025,0.409637208991,0.415956558031,0.408323083787,0.422751546146,0.42833287097
10 Jul 20:00,0.357895140361,0.359712371635,0.363567700382,0.357904153881,0.359758517615,0.364227993332,0.357823994061,0.357166391309,0.363612790792
10 Jul 21:00,0.368678447578,0.369511827309,0.373339480491,0.368022056787,0.368466977788,0.373178496037,0.367373206175,0.36247944683,0.372098509255
10 Jul 22:00,0.388711177637,0.389402279485,0.392520431621,0.388432618935,0.388644702174,0.392622366377,0.387125659752,0.380881399134,0.390976286804
10 Jul 23:00,0.366843752343,0.367140105176,0.369881160137,0.366725380508,0.36647816551,0.370055305946,0.365217222935,0.35808453139,0.368293774987
11 Jul 00:00,0.330977680933,0.330838204386,0.333396925052,0.330797564972,0.330002418158,0.333433794809,0.329040403327,0.320763169603,0.331501931962
11 Jul 01:00,0.261672732679,0.260985472773,0.263626544648,0.261131875962,0.25961489894,0.26323931702,0.259233864217,0.24954054064,0.261236815421
11 Jul 02:00,0.192323618555,0.191538191722,0.193956064169,0.191765118357,0.190100251254,0.193506201013,0.189638322882,0.179523563107,0.191314663952
11 Jul 03:00,0.149741194145,0.149068840055,0.151168911537,0.149332645432,0.147807526645,0.150841933358,0.147049819986,0.137163465484,0.148512135171
11 Jul 04:00,0.0940899369194,0.0934806925288,0.0953676874361,0.0937181791119,0.0922513919498,0.0950540549439,0.0912533951355,0.0813647642003,0.0925591057016
11 Jul 05:00,0.0729094705901,0.073124268218,0.0741370306922,0.0736172602789,0.0734658268778,0.0749445523693,0.071750001465,0.0660652684757,0.0729965832562
11 Jul 06:00,0.227594465323,0.22982153138,0.22922080094,0.233575722901,0.237677874911,0.235867504525,0.239245473133,0.257840586076,0.241870868104
11 Jul 07:00,0.418366014509,0.421917170562,0.419992545713,0.42753810359,0.433907585827,0.429769257944,0.436742462576,0.464707733956,0.437995667319
11 Jul 08:00,0.446940072441,0.451054206404,0.448385205364,0.458403413949,0.465745716007,0.460029687992,0.471599946867,0.505045314624,0.469716472436
11 Jul 09:00,0.467662566894,0.471527366982,0.469203389007,0.480168270746,0.487162041654,0.481447310911,0.498388349159,0.535014318352,0.492939892467
11 Jul 10:00,0.499624898174,0.503789702306,0.501139785964,0.513724581027,0.521005409487,0.514031233249,0.539306709722,0.581188065935,0.526735175031
11 Jul 11:00,0.546465835823,0.552723149138,0.548514727957,0.56541391459,0.576732231941,0.565216292671,0.619305093126,0.685258821377,0.587216460291
11 Jul 12:00,0.638720448784,0.646924862306,0.640246730243,0.661953776483,0.680721498116,0.662637117313,0.750506154659,0.90584435341,0.698932977711
11 Jul 13:00,0.814659300718,0.82846982494,0.819339330836,0.84371786019,0.871572884104,0.849769110711,0.9491617231,1.19712296542,0.914255843314
11 Jul 14:00,0.990130159319,1.00551315237,0.998856735825,1.01849257913,1.05721556462,1.03491426855,1.09917664280,1.42852810349,1.15374497577
11 Jul 15:00,1.11166538217,1.12793257357,1.12452275842,1.14131058793,1.17901733424,1.16347032466,1.18943968280,1.55819824504,1.36813828985
11 Jul 16:00,0.997189340374,1.00971538355,1.01348648125,1.01602177581,1.04848158720,1.06646442568,1.05321615571,1.98300845655,1.93891139164
11 Jul 17:00,0.724631395234,0.733750614857,0.742627838912,0.7371259409,0.761856121728,0.786792835319,0.758761126978,0.974864673029,1.43964217062
11 Jul 18:00,0.554604460166,0.56080587674,0.57147914958,0.561528547699,0.574020878255,0.592634839816,0.574482009806,0.638378726833,0.961511265148
11 Jul 19:00,0.466197857753,0.469155885714,0.476126864962,0.467529872181,0.471830113783,0.480719604045,0.471470012296,0.485781472563,0.494409731523
11 Jul 20:00,0.410367172117,0.411819556147,0.417094845183,0.409899307973,0.411154902453,0.41739339766,0.40988802606,0.406836257119,0.416768207151
11 Jul 21:00,0.361045328075,0.361326267177,0.366348801483,0.360102807168,0.359794380095,0.365979196691,0.359776479801,0.35262549929,0.365173466774
11 Jul 22:00,0.360047536369,0.360006146983,0.364150530577,0.359644591603,0.358965723143,0.364178101467,0.358920923673,0.350671901776,0.363093581159
11 Jul 23:00,0.348752478093,0.348086705864,0.351837155543,0.34849669216,0.347128469668,0.351903500632,0.347823467337,0.338716853419,0.350977870785
12 Jul 00:00,0.340153425844,0.339057056138,0.342482293259,0.340032552602,0.338225422427,0.342608487398,0.339478594809,0.330145503961,0.34187983432
12 Jul 01:00,0.344371832505,0.343095987769,0.346178115707,0.344398516429,0.342417989054,0.346396525887,0.343741280612,0.334305337082,0.345618939922
12 Jul 02:00,0.342204035875,0.34074268503,0.343653850044,0.342148683775,0.339912224561,0.343741763499,0.341229737177,0.331157038571,0.342749837455
12 Jul 03:00,0.307817052051,0.30616218843,0.309036215657,0.307601959023,0.305125606257,0.308935209378,0.30671120146,0.296410807517,0.308001022448
12 Jul 04:00,0.283379883306,0.28175684198,0.28445370369,0.283204347373,0.280795223416,0.284377712894,0.282350640158,0.272469486272,0.28349193433
12 Jul 05:00,0.289760413028,0.288772006976,0.290776584758,0.290417665249,0.289042935201,0.291567252828,0.290009393933,0.283544451004,0.291090714301
12 Jul 06:00,0.294243085087,0.293472747816,0.295222028914,0.297454552624,0.297241300717,0.298643009988,0.302553467327,0.308849619101,0.303376205014
12 Jul 07:00,0.325690536873,0.325217795014,0.326474869618,0.329392341664,0.329725465314,0.330227247748,0.337792119865,0.351448516347,0.337962700461
12 Jul 08:00,0.448931777407,0.449379531565,0.449687641499,0.455543450518,0.458028131967,0.456340563542,0.470645741212,0.500931114635,0.470061896009
12 Jul 09:00,0.50304811604,0.502720999015,0.503774820264,0.510320667716,0.512598471824,0.511101188562,0.531566819175,0.572657583175,0.530520625389
12 Jul 10:00,0.513062152616,0.512661292438,0.51378741693,0.522279222957,0.525517351354,0.523037856635,0.552022301181,0.609895473612,0.549945627857
12 Jul 11:00,0.525776314067,0.526252944343,0.526581809189,0.536756121597,0.541742240793,0.537721658859,0.569832656577,0.638417949355,0.567967439141
12 Jul 12:00,0.540139513197,0.541408213711,0.540912930223,0.554358318778,0.561728740414,0.555329342576,0.597545831376,0.689685073966,0.59412879143
12 Jul 13:00,0.550889608804,0.552848764217,0.55100382432,0.570839360081,0.581921484273,0.569711359055,0.633459961808,0.774647110224,0.617705678848
12 Jul 14:00,0.532679109658,0.534464792236,0.534560455246,0.546394529448,0.557872957614,0.551265158016,0.581811645939,0.705981134637,0.598720337241
12 Jul 15:00,0.510611403737,0.511074184486,0.511521303498,0.517321042316,0.520721069433,0.51874029467,0.535411372286,0.577980640834,0.537758674774
12 Jul 16:00,0.521854517974,0.525279214258,0.526857142119,0.531265546959,0.544199124146,0.548972883713,0.547445164507,0.741334296645,0.702477270919
12 Jul 17:00,0.53347836279,0.537502848536,0.540773342491,0.542796138342,0.556734993543,0.573411456965,0.5573840164,0.695145641319,0.914925949348
12 Jul 18:00,0.49892505566,0.500419852116,0.5053513905,0.503807013504,0.50914965246,0.519871519784,0.512366052767,0.555178475635,0.748706120057
12 Jul 19:00,0.415450018354,0.414967021993,0.417815055744,0.41648525497,0.41650746186,0.420870658984,0.418229848864,0.425006810764,0.430651553814
12 Jul 20:00,0.360803814579,0.359976925022,0.361479682249,0.36023058219,0.35859815834,0.360902963485,0.357985413343,0.349537914221,0.35872943623
12 Jul 21:00,0.249386539045,0.248198953448,0.249797248874,0.248251918673,0.246027094489,0.248601342838,0.245568047758,0.23487724469,0.246003284765
12 Jul 22:00,0.0560686023748,0.0556527997508,0.0563638637895,0.0555049846835,0.0541153232858,0.0556976361485,0.0519272756023,0.0415261734148,0.0522074113593
12 Jul 23:00,-0.0825333203622,-0.082010453207,-0.0822868624974,-0.0822454851583,-0.0824732424764,-0.0821138082441,-0.0863416862099,-0.0950970162931,-0.0861464040519
13 Jul 00:00,-0.148939508864,-0.147576141266,-0.14871865657,-0.147881650713,-0.147056667681,-0.147781568831,-0.152439779574,-0.15964063353,-0.152298997169
13 Jul 01:00,-0.220900073484,-0.219183486412,-0.220707721072,-0.219603982511,-0.218371751819,-0.219544266654,-0.224442986801,-0.231180816037,-0.224346266041
13 Jul 02:00,-0.295202591484,-0.293151497113,-0.295030859616,-0.2936663924,-0.29203657431,-0.293635443301,-0.298743049698,-0.304962016642,-0.298680390061
13 Jul 03:00,-0.349809273614,-0.347485311998,-0.349652192851,-0.348069264896,-0.346103121177,-0.348057292707,-0.35328785737,-0.358965050275,-0.353250253706
13 Jul 04:00,-0.394978537897,-0.39237630964,-0.394822770385,-0.392957629548,-0.39058840718,-0.392939053717,-0.398065359046,-0.402638703622,-0.398036691045
13 Jul 05:00,-0.412687974717,-0.409271435756,-0.412486091257,-0.409598147024,-0.405918604863,-0.409477735551,-0.414094156822,-0.414493644927,-0.414023003771
13 Jul 06:00,-0.35957311846,-0.354938751306,-0.359348713949,-0.351257920911,-0.344352371567,-0.351031891199,-0.345606425505,-0.320976299168,-0.346238407539
13 Jul 07:00,-0.09760134761,-0.0911184184288,-0.0973303326725,-0.0857856605006,-0.0760114823461,-0.0855864383875,-0.0775366169326,-0.0434290106139,-0.0794286967258
13 Jul 08:00,0.310352957509,0.317806584315,0.310945782565,0.325022130626,0.336645579453,0.325616248436,0.338415200485,0.381767596215,0.334698995342
13 Jul 09:00,0.42480048873,0.42977030363,0.425149265186,0.439338218726,0.448085621816,0.438853471707,0.463321591962,0.510158365542,0.452782959028
13 Jul 10:00,0.426823582807,0.430978016568,0.42717656343,0.441973872416,0.449615275065,0.440583259117,0.475500130727,0.525531063999,0.456613511937
13 Jul 11:00,0.464326737414,0.470094264308,0.465113244897,0.484729909054,0.495922376535,0.482606183952,0.547265395842,0.626857987033,0.509241018834
13 Jul 12:00,0.504594665943,0.51076723101,0.505256319293,0.529357193421,0.544808327328,0.526658561971,0.625063091649,0.777844241044,0.568731664994
13 Jul 13:00,0.518304723472,0.525388349092,0.521326716984,0.543694345516,0.563497614634,0.545962834205,0.634507850048,0.847150647795,0.609151708475
13 Jul 14:00,0.536257937644,0.545456905367,0.542752149242,0.561215691789,0.590098726543,0.573850971757,0.632217531607,0.913569592595,0.675547823748
13 Jul 15:00,0.558150974874,0.569884777197,0.569277437294,0.582193517524,0.616375313172,0.607289186454,0.62935661727,0.949543757171,0.771041546775
13 Jul 16:00,0.534224657376,0.544723187381,0.547898261462,0.551552724757,0.58148949154,0.592995962311,0.584635980923,1.13498113212,1.06557937889
13 Jul 17:00,0.471274332993,0.479445349874,0.485505127038,0.482872176585,0.50425724855,0.525602770821,0.502485019894,0.681167143623,0.920099033637
13 Jul 18:00,0.410264404524,0.415534951648,0.423036611857,0.41654503436,0.427486923819,0.441432067989,0.427920802115,0.489879613976,0.707063077692
13 Jul 19:00,0.352813143831,0.355275098173,0.360610972361,0.353945905132,0.357778786358,0.364529340982,0.35731969848,0.372192716817,0.376603014917
13 Jul 20:00,0.268230296848,0.269510372541,0.273712802001,0.2672486633,0.268218565627,0.273326693535,0.26587510575,0.262794948889,0.271524581317
13 Jul 21:00,0.131628484244,0.131684372884,0.136122882002,0.129622532163,0.128789115053,0.134542665429,0.127453447586,0.118897117595,0.132062677998
13 Jul 22:00,0.031008024607,0.0309787342231,0.0346465017698,0.0294457870322,0.0284892903476,0.033400285259,0.0268237697889,0.0174793901624,0.0305514382648
13 Jul 23:00,-0.021538068728,-0.0215852696293,-0.0186348529597,-0.02267815065,-0.0236638995249,-0.0195515756716,-0.0257612335789,-0.0355945440435,-0.0227880726898
14 Jul 00:00,-0.0772470921666,-0.0772666866463,-0.0748805816417,-0.078048959394,-0.0789951562465,-0.075525319266,-0.0814412557057,-0.091415975941,-0.0790193569072
14 Jul 01:00,-0.127045772926,-0.127042424485,-0.125052786251,-0.127617572128,-0.128514728329,-0.125511027309,-0.131137032132,-0.14099456989,-0.129098645368
14 Jul 02:00,-0.190320257334,-0.19032472915,-0.188593395925,-0.190824527371,-0.191752957103,-0.189021678584,-0.194571176458,-0.204689937315,-0.192806737805
14 Jul 03:00,-0.2681833036,-0.268076925138,-0.266642319202,-0.268558055514,-0.269359477131,-0.266967772027,-0.272462857162,-0.282457105707,-0.270895384522
14 Jul 04:00,-0.338461559385,-0.338089599185,-0.337048401157,-0.338596376323,-0.339088786958,-0.337155441703,-0.342799159683,-0.352528162682,-0.341373638223
14 Jul 05:00,-0.369917412964,-0.368593671962,-0.368532619988,-0.368796319607,-0.367776005528,-0.367333200894,-0.372287009595,-0.37727506329,-0.370902471214
14 Jul 06:00,-0.238333411237,-0.235224770977,-0.237005628822,-0.230891617909,-0.22570386158,-0.229479790212,-0.223095967741,-0.199619450604,-0.22297200061
14 Jul 07:00,0.0965301503953,0.10183376104,0.0980051634378,0.108119977986,0.116946653798,0.109740616409,0.119910667567,0.15699041149,0.119000712674
14 Jul 08:00,0.328712633917,0.333899444062,0.330372027834,0.341244433843,0.35011342296,0.343108114245,0.355287019173,0.393781337111,0.353181039473
14 Jul 09:00,0.402266908762,0.405933967645,0.403836387372,0.414270325624,0.420990212915,0.415577680607,0.432297992899,0.468727837191,0.426846263728
14 Jul 10:00,0.440693710964,0.444036109814,0.441929783007,0.455030512974,0.46176838221,0.454809068195,0.487049390035,0.534128877541,0.470762135543
14 Jul 11:00,0.488382643721,0.49319102668,0.489916527368,0.508101765428,0.518305055189,0.506952346199,0.569810605313,0.648400500942,0.534366560018
14 Jul 12:00,0.604050184975,0.610500513428,0.60537642802,0.629438058233,0.646020896717,0.627973849587,0.728912498722,0.887547063893,0.670993631507
14 Jul 13:00,0.757055218546,0.764868700126,0.760722882884,0.782817446942,0.803563266399,0.786161626182,0.877523104818,1.09452880945,0.848660042172
14 Jul 14:00,0.622125062851,0.624825129493,0.628552279595,0.635432950017,0.650937440582,0.646575424136,0.683691203339,0.869936993621,0.717166654379
14 Jul 15:00,0.519313136196,0.522223914796,0.528891681856,0.529948721383,0.546307886794,0.549567797622,0.562615184234,0.733436417718,0.633731125305
14 Jul 16:00,0.444465184323,0.44790712228,0.455711542942,0.451441186566,0.465878211458,0.476536795352,0.471087259569,0.630960518276,0.583629284185
14 Jul 17:00,0.395330209031,0.399684072841,0.406730093639,0.400858897844,0.412891110834,0.429140478229,0.412382620568,0.51443043339,0.616275969141
14 Jul 18:00,0.366143832732,0.369313046512,0.377385911642,0.369953897393,0.377418163923,0.391917572085,0.378722232944,0.428529784101,0.585384836707
14 Jul 19:00,0.323098626977,0.324005578256,0.330702409189,0.322050178703,0.323307316803,0.332360788673,0.32334059053,0.330239268561,0.342041556111
14 Jul 20:00,0.300575912074,0.301168166162,0.30634181385,0.298157308072,0.297799622527,0.304475350372,0.29521771801,0.286941364886,0.301176268173
14 Jul 21:00,0.114945101569,0.114833129201,0.12002573742,0.111801585765,0.110377148835,0.117315255807,0.108266096809,0.096562970398,0.113484978808
14 Jul 22:00,-0.0874771864008,-0.0866738925413,-0.0829348302436,-0.0895549128185,-0.0898732196581,-0.0846581533154,-0.0938802483954,-0.10443518482,-0.0892553476101
14 Jul 23:00,-0.222676578924,-0.220996797244,-0.218585083936,-0.223702619186,-0.22290887905,-0.219314026383,-0.228615074958,-0.237610089811,-0.224486744975
15 Jul 00:00,-0.307175503928,-0.304739588117,-0.303455420061,-0.307248486328,-0.305439223649,-0.303268874179,-0.312422749669,-0.319527549616,-0.308702245513
15 Jul 01:00,-0.394135137747,-0.39137246794,-0.390771320542,-0.393754823629,-0.391513906303,-0.390174481923,-0.399131039206,-0.405466962371,-0.395789903035
15 Jul 02:00,-0.499145485068,-0.496229978017,-0.4962755422,-0.498407517566,-0.495913591381,-0.495374899557,-0.503765400991,-0.50927322668,-0.50093926832
15 Jul 03:00,-0.60870334022,-0.60552491819,-0.606111835462,-0.60769468492,-0.604926656286,-0.604986848592,-0.613534358184,-0.619119851682,-0.611007831024
15 Jul 04:00,-0.748150629834,-0.744954490377,-0.745818981828,-0.747163394011,-0.744456395094,-0.744764225225,-0.753402724281,-0.759681444172,-0.751151188663
15 Jul 05:00,-0.829536270143,-0.825391185562,-0.827331099196,-0.827259744186,-0.823061092901,-0.824952413747,-0.832851583628,-0.834576942376,-0.830745401945
