0,1,2,3,4,5,6,7,8,hoy
-2.2333007,-2.256219,-2.2219698,-2.253959,-2.2361045,-2.2959287,-2.2441754,-2.2143006,-2.263345,14
-1.020583,-1.0466046,-1.052591,-1.0820308,-1.0266439,-1.0368311,-1.0907476,-1.1160914,-1.0889814,5306
-1.9069875,-1.93103,-1.9361684,-1.941028,-1.914271,-1.9180409,-1.9332883,-1.9022301,-1.9396262,8524
-2.7060597,-2.7220623,-2.718819,-2.6899557,-2.7093115,-2.6984107,-2.715606,-2.733469,-2.6980894,866
-1.9389757,-1.9250011,-1.9447243,-1.9344661,-1.9296101,-1.9257543,-1.9594818,-1.9599723,-1.9670764,7518
-0.8557631,-0.84243464,-0.8329893,-0.825626,-0.84269524,-0.8461272,-0.7929475,-0.8156659,-0.8269689,6266
-1.2169875,-1.2000012,-1.1916414,-1.2069283,-1.2123209,-1.1725373,-1.2346665,-1.1936449,-1.1874962,2110
-2.6441562,-2.6524525,-2.640389,-2.6600094,-2.6499388,-2.6342258,-2.6682665,-2.665795,-2.6310768,221
-2.0207975,-2.0170572,-2.0253153,-2.0522482,-2.0193508,-2.015764,-2.06223,-2.021085,-2.0155146,6868
-1.2790077,-1.2632675,-1.2765297,-1.2602525,-1.2639396,-1.2665656,-1.2657743,-1.2967788,-1.279548,6152
-2.4828742,-2.499173,-2.4946516,-2.4746106,-2.4813654,-2.4906464,-2.483198,-2.4961681,-2.4800494,95
-2.2128322,-2.2034538,-2.19916,-2.217856,-2.2020345,-2.1750793,-2.2212703,-2.1963959,-2.1803603,7109
-1.7518941,-1.7624593,-1.7661469,-1.7479674,-1.7679559,-1.7544156,-1.7219129,-1.7461784,-1.7616313,8396
-0.3988034,-0.41834116,-0.4201296,-0.41224837,-0.38009888,-0.38624546,-0.2237375,0.06977007,-0.21765488,2483
-0.4572153,-0.4491528,-0.43120587,-0.40710914,-0.4367171,-0.4448703,-0.38117513,-0.3297496,-0.35608026,3080
-0.87929714,-0.8843284,-0.89074606,-0.9070679,-0.89734316,-0.8626347,-0.8510929,-0.82931733,-0.81397665,7116
-2.213288,-2.240589,-2.2389555,-2.2078319,-2.2479415,-2.2813635,-2.1570072,-2.1872997,-2.2642279,333
0.36443213,0.34689015,0.3264137,0.40944895,0.4241519,0.33745036,0.75766444,0.9434704,0.3229392,6300
-0.26008642,-0.23952216,-0.24757661,-0.24894163,-0.24944685,-0.23975089,-0.2575949,-0.27993834,-0.24397543,5185
-1.5747417,-1.5690074,-1.5577679,-1.5590043,-1.5608798,-1.5628612,-1.5251555,-1.5112444,-1.5142272,1928
-1.6607223,-1.6279547,-1.6143268,-1.6940614,-1.6586486,-1.6791581,-1.7157332,-1.6794068,-1.6462429,2900
-2.0856512,-2.0700734,-2.0746727,-2.070508,-2.078653,-2.0892243,-2.0704472,-2.0788522,-2.1029646,2114
-1.6913449,-1.6977353,-1.6957452,-1.6823894,-1.7069105,-1.6598517,-1.7563365,-1.6932067,-1.6783937,7314
-2.3864293,-2.3897388,-2.3967967,-2.3806617,-2.3586528,-2.3768475,-2.3548248,-2.2972178,-2.386092,2002
-1.6909574,-1.671521,-1.6877698,-1.5492555,-1.6515898,-1.6775098,-1.4499751,-1.5131155,-1.6362612,8193
-0.5234839,-0.5244155,-0.52916914,-0.46744272,-0.49175602,-0.5559855,-0.1141977,-0.12562484,-0.5308719,6874
0.0118867755,0.014609218,0.016412154,-0.0072052926,0.013037592,0.0083443,0.011957884,-0.01816466,-0.007816508,3909
-2.8463027,-2.8463352,-2.8576448,-2.8515334,-2.8777606,-2.8821354,-2.8678977,-2.9413393,-2.842198,8228
-2.2936997,-2.2898042,-2.2919872,-2.3120883,-2.2899723,-2.2746756,-2.3152938,-2.3244948,-2.3020506,239
-1.7144693,-1.7293034,-1.7064029,-1.6820996,-1.7195042,-1.7004766,-1.6900659,-1.6625327,-1.6589682,8660
-2.1362653,-2.1464834,-2.125607,-2.15809,-2.141397,-2.1317186,-2.193585,-2.1614776,-2.1324885,7445
0.35235444,0.33803207,0.3358196,0.37774476,0.35217482,0.41064796,0.41988903,0.363296,0.473564,4507
-1.3559139,-1.3205721,-1.332102,-1.1396192,-0.99925715,-1.2084869,-0.8469144,-0.41463304,-1.3769212,7741
-2.3985472,-2.3933203,-2.4044456,-2.4216337,-2.3975642,-2.3985054,-2.4426675,-2.4363937,-2.3901765,1056
-2.427438,-2.4100604,-2.413382,-2.4145472,-2.4153302,-2.3756132,-2.432038,-2.4260821,-2.38302,318
-0.0947947,-0.10944475,-0.07358647,-0.08360138,0.037344113,0.0068923086,0.0062003434,0.28933686,0.034140907,6542
-2.2689714,-2.2773523,-2.2473745,-2.244359,-2.2657628,-2.271957,-2.296985,-2.2674968,-2.2497754,1606
-1.5809202,-1.5676465,-1.602455,-1.5996978,-1.5726521,-1.6040429,-1.5861073,-1.5996364,-1.6132364,6631
-2.282382,-2.2437449,-2.2746234,-2.2771552,-2.2711523,-2.2797847,-2.2270908,-2.2902646,-2.2864223,3246
-1.0228947,-0.99337506,-1.0392765,-0.9047098,-0.96185154,-1.0352936,-0.47075564,-0.50886744,-0.9722948,1044
-1.4212186,-1.3757219,-1.3738061,-1.2068944,-1.0627358,-1.2668058,-1.1775646,-0.6954551,-1.3178523,879
-2.136566,-2.0999322,-2.0951889,-2.1028275,-2.1016455,-2.1101675,-2.074019,-2.0940008,-2.0522532,346
0.09112167,0.10576752,0.15774916,0.1219227,0.119861916,0.25178212,0.099330544,0.5277483,0.6564623,2585
0.13317674,0.1131677,0.11213212,0.09298557,0.1471367,0.12312607,0.21718076,0.4177911,0.18145847,4165
-0.49568856,-0.45682898,-0.44394034,-0.42205024,-0.4609592,-0.41880727,-0.49109346,-0.4762703,-0.39972055,5037
-0.49439093,-0.5200815,-0.5207538,-0.5232146,-0.4695053,-0.5004488,-0.33013543,0.03968365,-0.34068602,2245
-1.5851785,-1.5751431,-1.5776591,-1.5702406,-1.5988647,-1.567903,-1.5777464,-1.5689082,-1.547174,6431
-1.6873989,-1.696543,-1.7307271,-1.6867919,-1.6973675,-1.7256854,-1.6854683,-1.6719705,-1.7228255,3194
-2.409081,-2.4067986,-2.4271781,-2.393202,-2.4075494,-2.3806832,-2.4178882,-2.4416876,-2.4082503,841
-0.14727047,-0.15373152,-0.1335211,-0.15890461,-0.109650835,-0.12567028,-0.10901138,-0.13569498,-0.17790565,5816
0.50343275,0.51121104,0.51954865,0.5330969,0.50859356,0.5204385,0.5234401,0.5004016,0.5193784,4581
-0.8478956,-0.8166445,-0.78707176,-0.7480601,-0.834185,-0.81513065,-0.7435094,-0.721628,-0.66996384,3078
-2.6853616,-2.6760204,-2.690551,-2.6760132,-2.6730561,-2.69115,-2.7217624,-2.7005234,-2.7121818,2358
-1.0940732,-1.0865157,-1.0325062,-1.1161234,-1.0885,-1.0799513,-1.0908271,-1.0205895,-1.0169334,6392
-0.068306126,-0.09134675,-0.08479851,-0.09663833,-0.06400283,-0.11034486,-0.049929023,-0.1008361,-0.15462889,5647
-1.2915502,-1.2946742,-1.2717221,-1.2865285,-1.3025217,-1.2972163,-1.262301,-1.2354689,-1.2578948,4730
-1.819863,-1.8453653,-1.8279679,-1.8505712,-1.8223066,-1.8373817,-1.7728901,-1.9002181,-1.8561839,1400
-2.3167305,-2.307593,-2.3052762,-2.328298,-2.3158703,-2.3292797,-2.354206,-2.343326,-2.3263218,1084
-2.4119618,-2.418299,-2.4078403,-2.4183922,-2.4392765,-2.4406478,-2.42635,-2.4331243,-2.4017289,1147
-1.7707717,-1.7754705,-1.773441,-1.777191,-1.7683389,-1.7146847,-1.8250487,-1.7805707,-1.7357513,7374
0.11557558,0.092930526,0.09305978,0.14933985,0.11911537,0.10524277,0.20471558,0.112554535,0.20927542,3787
-0.2015544,-0.21726924,-0.22518025,-0.23388134,-0.21771552,-0.22761539,-0.24209948,-0.24575439,-0.24942297,5253
-2.5104847,-2.5268981,-2.5185292,-2.5018911,-2.5009654,-2.4938571,-2.5092406,-2.4962013,-2.482866,8555
0.7172936,0.7167191,0.72089213,0.69355226,0.7519115,0.7340994,0.75874186,0.8695232,0.7473717,4836
-1.8407425,-1.8579004,-1.86193,-1.8771151,-1.8450356,-1.845302,-1.8513187,-1.8402033,-1.8916143,8490
-0.5136839,-0.49740747,-0.49609822,-0.48566788,-0.4883796,-0.49891138,-0.4964673,-0.50389075,-0.4801621,3916
-0.14935768,-0.16619033,-0.14155518,-0.17643434,-0.14498574,-0.13197073,-0.14368789,-0.18633059,-0.18128338,6050
-0.46347716,-0.472106,-0.4727468,-0.519642,-0.461994,-0.47826344,-0.5204091,-0.47969764,-0.5117866,6186
-2.582025,-2.5808144,-2.5877337,-2.571515,-2.5836964,-2.5892904,-2.5888705,-2.5975406,-2.5713165,222
0.4732193,0.48955733,0.47961622,0.49926475,0.5200722,0.489871,0.5629524,0.6981397,0.5314764,5100
0.07050726,0.062330887,0.02497457,0.16805649,0.066261694,-0.019310758,0.7672341,0.6488033,0.06452285,7018
-2.3216567,-2.302975,-2.3229458,-2.3029864,-2.3158617,-2.295749,-2.3344522,-2.3396845,-2.2945046,1176
-1.2337646,-1.209132,-1.2103852,-1.1994778,-1.2253565,-1.1990826,-1.1883471,-1.2156812,-1.214044,6338
-0.86137056,-0.86053926,-0.8313678,-0.8405497,-0.8609691,-0.8509109,-0.842465,-0.8344744,-0.85404336,3601
-1.2962694,-1.2991505,-1.332415,-1.237597,-1.2715192,-1.3679081,-0.9754015,-0.852472,-1.2702103,6755
-2.3023863,-2.3017294,-2.293625,-2.294263,-2.290691,-2.2888925,-2.3109567,-2.2990782,-2.300308,1488
-0.1641902,-0.1626252,-0.18384838,-0.2134729,-0.1756209,-0.2299606,-0.2501146,-0.2548148,-0.22051057,3887
0.88302433,0.9000307,0.9072847,0.9148903,0.957056,0.9572041,0.92765117,1.4259689,1.2506309,3400
-2.4724064,-2.4567072,-2.4443412,-2.429759,-2.4533076,-2.452377,-2.4368253,-2.4547603,-2.4423156,908
-0.09414467,-0.10397424,-0.10454784,-0.117539644,-0.0630641,-0.14521296,-0.056048594,-0.06440451,-0.15247625,5601
-0.7229917,-0.7134149,-0.7060959,-0.6849332,-0.7261925,-0.71398354,-0.6708628,-0.68225056,-0.67343426,5550
0.42441455,0.4300695,0.43700266,0.40774474,0.444768,0.44070277,0.39820307,0.44291395,0.42981413,6306
-1.6963704,-1.6782074,-1.6946797,-1.742988,-1.6938338,-1.6925565,-1.7124319,-1.7383018,-1.7081434,7135
-2.5793664,-2.5759373,-2.5832145,-2.5841484,-2.5783148,-2.5789073,-2.5680077,-2.6030638,-2.5484858,1034
-0.8141258,-0.8110805,-0.7891029,-0.7564454,-0.7337224,-0.74346894,-0.7345109,-0.6724066,-0.7813287,8198
-1.4526516,-1.4628162,-1.4682097,-1.4304603,-1.4502585,-1.4654418,-1.4380958,-1.403686,-1.4553566,5020
-1.8917394,-1.8686299,-1.9176384,-1.8331263,-1.8804485,-1.9653449,-1.587942,-1.5447885,-1.8373156,6730
-0.8777424,-0.8822834,-0.8904193,-0.74933195,-0.8032888,-0.8553355,-0.34968972,-0.4534093,-0.8656976,8676
-0.67181873,-0.6427964,-0.6468569,-0.595531,-0.63906986,-0.6049753,-0.24694243,-0.24826214,-0.5369698,1978
-1.5540547,-1.5347321,-1.5543354,-1.5334537,-1.5443162,-1.5431652,-1.5599041,-1.5482819,-1.5554017,1123
-1.6641474,-1.666254,-1.6615779,-1.6671836,-1.6477516,-1.669322,-1.6931978,-1.6675763,-1.7033783,1483
-1.2002698,-1.2154078,-1.2137376,-1.2583867,-1.1887898,-1.2002237,-1.2421554,-1.1908174,-1.2226099,1793
-1.9446253,-1.9498146,-1.9386997,-1.9528196,-1.9405584,-1.9544003,-1.9914684,-1.9616953,-1.9277881,7441
-0.3833637,-0.38102677,-0.37421906,-0.3780554,-0.36764532,-0.35392794,-0.41061154,-0.38645205,-0.3523925,4294
-2.3578627,-2.3845503,-2.3631413,-2.3908343,-2.3652463,-2.3318644,-2.4108143,-2.3542747,-2.3400688,6630
-1.9934347,-1.998409,-2.0139658,-1.9571228,-1.930346,-2.0230856,-1.5269536,-1.2530987,-1.8828254,1670
-2.6320124,-2.6347735,-2.655771,-2.6338158,-2.626545,-2.6372933,-2.664046,-2.6593995,-2.6466515,8548
-2.4396746,-2.4438179,-2.4526086,-2.4304352,-2.4531088,-2.4670475,-2.4333944,-2.4217699,-2.4510643,2860
0.0040472895,0.012254819,-0.0049991906,0.004722148,0.051023543,0.011559963,0.082407445,0.1868526,0.028676748,3805
-1.3524616,-1.3510573,-1.3497183,-1.3667045,-1.3396991,-1.3370433,-1.3634729,-1.338066,-1.3651898,6642
0.31977442,0.32257956,0.31800264,0.33406612,0.3705122,0.34170452,0.37742692,0.49283257,0.31739894,4331
-1.8686154,-1.8537092,-1.8225677,-1.8493434,-1.7837783,-1.7897938,-1.9841809,-1.8283458,-1.7781137,856
-0.90856946,-0.86549973,-0.90027016,-0.6940826,-0.62371045,-0.80949837,-0.78839105,-0.6188533,-0.9192016,37
-2.3071356,-2.3211749,-2.319043,-2.3137925,-2.3152952,-2.2931466,-2.3279552,-2.3283415,-2.2849715,554
-2.4141984,-2.451388,-2.4845018,-2.4050713,-2.4503343,-2.518353,-2.0331416,-2.271948,-2.5043125,1330
-2.1535645,-2.15215,-2.1641312,-2.13087,-2.1530495,-2.1341226,-2.1856854,-2.1447155,-2.1264167,811
-2.0441847,-2.0433125,-2.05192,-2.042388,-2.0526962,-2.0437932,-2.0241532,-2.0347252,-2.0449867,8326
-2.7885878,-2.7907047,-2.8047369,-2.7859573,-2.761662,-2.7763357,-2.8485773,-2.8020809,-2.7849374,487
-0.8022045,-0.7942023,-0.7886359,-0.70893025,-0.7238548,-0.7347652,-0.49144223,-0.49361768,-0.69312644,8677
-2.4202209,-2.4256773,-2.4173448,-2.4082294,-2.423372,-2.391389,-2.4215508,-2.393158,-2.3987486,7202
-2.254987,-2.2623024,-2.2651935,-2.26821,-2.2551672,-2.2144678,-2.2954037,-2.2759192,-2.2373807,6749
-0.32122576,-0.30797118,-0.31289494,-0.26875532,-0.28157246,-0.30768478,-0.2547361,-0.22021268,-0.24264817,5366
-2.5590265,-2.5763566,-2.5582583,-2.5858476,-2.5637288,-2.5433502,-2.6113992,-2.5925004,-2.5087936,2760
-0.50406116,-0.50539684,-0.48502064,-0.4945401,-0.49047947,-0.4863719,-0.46727744,-0.5082143,-0.5057727,6048
-1.080549,-1.084826,-1.0815582,-1.0766684,-1.0582194,-1.0729159,-1.0533733,-1.070177,-1.0919665,3463
-2.5258412,-2.5168302,-2.5231616,-2.5089443,-2.5305958,-2.5169652,-2.5417426,-2.5383503,-2.4835804,8281
-1.4201088,-1.4306438,-1.4101765,-1.4285252,-1.4217951,-1.3814933,-1.4246027,-1.3997042,-1.3603973,7172
-1.5341351,-1.5192497,-1.5260526,-1.4856783,-1.492419,-1.5143259,-1.4329516,-1.4301457,-1.5255804,8073
-1.8774853,-1.9064846,-1.9158341,-1.9025918,-1.8872218,-1.9334543,-1.8067755,-1.8388627,-1.955461,538
0.20145336,0.19813511,0.20020925,0.18073848,0.20584007,0.20129368,0.18797839,0.22242469,0.18405282,4343
0.6407442,0.66195625,0.69357234,0.71089244,0.7913246,0.8768538,0.6466882,1.1583297,1.1474144,5681
-1.6857138,-1.6848726,-1.6694698,-1.6801677,-1.6773144,-1.6621971,-1.7386174,-1.7185476,-1.652979,567
